ARV	Arverne	87	87.1	Balanced	4-2-3-1	Pass Into Space	More Direct	No Instruction	Run At Defence	Be More Expressive	No Instruction	Sometimes	Regroup	Counter	No Instruction	Lower	Standard	Drop Off	No Instruction	(87) Fabien BEAULIEU	(88) Émile DELACROIX	(89) Hugo SAINT-LAURENT	(88) Mattieu DONNADIEU	(84) Hadrien DESCHAMPS	(85) Guillaume CHARDON	(89) Théo DURAND	(84) Claude LEMAITRE	(91) Octave DESJARDINS	(89) Antoine BLANC	(84) Rémi GAUTHIER	(82) Mathieu MARTIN	(83) Nicolas BELLAMY	(82) Victor TARDIEU	(81) Baptiste ROUX	(83) Pierre PETIT	#17548C	#434343	Lutèce	
POL	Polabiny	71	71.4	Counter	4-4-2	Pass Into Space	More Direct	No Instruction	No Instruction	Be More Disciplined	Play for Set Pieces	Sometimes	Regroup	Counter	Long	Standard	Lower	Drop Off	Get Stuck In	(70) Jakub SVOBODA	(72) Matěj SKOČDOPOLE	(77) Ladislav KUČERA	(70) Přemysl KRATOCHVÍL	(68) Dušan TÓTH	(70) Vilém ZLATOHLAVÝ	(69) Svatopluk VESELÝ	(68) Radim VOHÁNKA	(71) Tibor HORVÁTH	(71) Aleš NEJEZCHLEB	(79) Karel ČERNÝ	(68) Emil VALACH	(67) František NOVOTNÝ	(68) Zbyněk BEZRUČ	(67) Ottó VARGA	(66) Hynek POSPÍŠIL	#008c45	#01579b	Sennino Miasto	
NHO	Hōrai	70	71.0	Balanced	4-4-2	Pass Into Space	More Direct	No Instruction	Run At Defence	Be More Expressive	Play for Set Pieces	Sometimes	Counter-Press	Counter	Long	Higher	Standard	Drop Off	No Instruction	(71) Ishaan TARAFDAR	(67) Biren LARMA	(66) Prashanta CHAKMA	(67) Raktim MRIDHA	(71) Amal TRIPURA	(70) Manik SANGMA	(69) Shibu MURMU	(71) Waqar NAQVI	(74) Noboru FUJIKAWA	(80) Kenji NAGASE	(75) Tanvir HOWLADER	(68) Ehsan PATWARY	(66) Owais BEPARI	(68) Dibyendu PRAMANIK	(67) Zaman SOREN	(66) Gideon MARAK	#006a4e	#ef6c00	Tsubayo	
LVO	Livonia	69	70.1	Counter	4-1-4-1	No Instruction	More Direct	No Instruction	No Instruction	Be More Disciplined	Play for Set Pieces	Sometimes	Regroup	Counter	Long	Standard	Lower	Drop Off	Get Stuck In	(76) Axel BERG	(73) Hartwig VON BUXHOEVEDEN	(68) Moritz MÜLLER	(75) Ernst TIESENHAUSEN	(69) Justus HERMANN	(70) Reinhold VON UNGERN	(67) Lorenz BECKER	(68) Woldemar WRANGELL	(66) Friedrich MEYER	(69) Otto MANTEUFFEL	(70) Paulus SCHMIDT	(67) Kaspar STACKELBERG	(65) Dietrich HOFFMANN	(67) Gottfried VIETINGHOFF	(66) Siegfried SCHULTZ	(65) Volker KRUSENSTERN	#677b63	#2c2c2c	Riege	
PER	Perovska	70	70.1	Counter	4-4-2	Pass Into Space	More Direct	No Instruction	No Instruction	Be More Disciplined	No Instruction	Sometimes	Regroup	Counter	Long	Standard	Lower	Drop Off	Get Stuck In	(71) Evgeny KARPOV	(68) Stepan ANDREEV	(68) Georgy NIKITIN	(69) Osman MAMUT	(72) Lev GUSEV	(71) Klim ZAYTSEV	(70) Rodion TITOV	(67) Daulet KENZHEBAYEV	(68) Makar KULIKOV	(78) Alimjan TURGHUN	(69) Fedor FROLOV	(67) Vitaly MARKOV	(65) Ignat BARANOV	(67) Nikita SHIROKOV	(66) Tikhon TARASOV	(65) Platon DENISOV	#89001b	#000000	Kyakhta	
ADV	Divia	69	69.7	Balanced	4-4-2	No Instruction	Standard	No Instruction	No Instruction	No Instruction	Play for Set Pieces	Sometimes	Regroup	No Instruction	No Instruction	Standard	Standard	No Instruction	No Instruction	(73) Kerem JANABI	(70) Azad DOSKI	(69) Tariq MUTAIRI	(65) Othman BAYATI	(68) Mariwan NERWEYI	(67) Safwan AZZAWI	(68) Raed ENEZI	(68) Bassam KHAFAJI	(68) Viktor KOHLMANN	(85) Neçirvan BARZANI	(66) Peshraw REKABI	(66) Hawraz RASHIDI	(65) Jangir BARWARI	(67) Ghaith MUSAWI	(65) Wolfram PFEIFFER	(66) Xebat HAWRAMI	#ce1126	#556b2f	Bachstadt	
ASP	South Pelagonia	69	69.5	Tiki-Taka	4-3-3	Play Out of Defence	Shorter	No Instruction	No Instruction	No Instruction	No Instruction	Sometimes	Counter-Press	Hold Shape	Short	Higher	Higher	No Instruction	Stay On Feet	(68) Jabulani DLAMINI	(74) Celani BUTHELÉZI	(68) Mlungisi NDLOVU	(67) Jomo MOCOÉNA	(67) Enhle KHUMALO	(68) Vusumuzi ZOULOU	(67) Pitso MODISÉ	(70) Lebogang DU PHIRI	(80) Simphiwe CHABALALA	(68) Rhulani KHOUZA	(67) Rolihlahla MBEKI	(66) Dumisani SISOULOU	(65) Fikile HADEBÉ	(67) Gcobani NHLAPO-MARAIS	(65) Hloni BHÉNGU	(66) Olwethu MAKHANYA	#007a33	#f9a825	Cap de Bonne-Espérance	
ABB	Barbary	67	67.6	Gegenpress	3-4-3	Pass Into Space	Standard	Shoot On Sight	Run At Defence	No Instruction	No Instruction	Never	Counter-Press	Counter	No Instruction	Much Higher	Higher	Step Up	Get Stuck In	(66) Hamza BENALI	(70) Tahar DJABALLAH	(79) Sofiane MANSOURI	(62) Arezki AGGOUN	(64) Mahfoud BENSALEM	(65) Fethi KATEB	(65) Ouahid RAHMANI	(73) Chérif GUERROUDJ	(66) Koceïla IDIR	(66) Lakhdar MEZIANE	(68) Boualem HAMRAOUI	(64) Léon RENARD	(63) Kaddour BENFODIL	(65) Gaston FABRE	(63) Oualid MEBARKI	(64) Armand PICARD	#006233	#37474f	Algernon	
THO	The Thorne	67	67.0	Balanced	4-3-3	No Instruction	Standard	No Instruction	No Instruction	Be More Expressive	No Instruction	Sometimes	No Instruction	Counter	No Instruction	Standard	Standard	No Instruction	Stay On Feet	(67) Ovidiu POPESCU	(65) Traian ZBURĂTORU	(72) Mircea IONESCU	(70) Costin CODREANU	(64) Ilie RADU	(65) Viorel LĂUTARU	(67) Dragoș DUMITRESCU	(66) Liviu BUCUR	(66) Sorin STAN	(68) Eugen BOTEZATU	(67) Grigore STOICA	(64) Romulus FIERARU	(62) Neagu MUNTEANU	(64) Flaviu PORUMBESCU	(63) Panait GHEORGHIU	(62) Octavian VĂDUVA	#be9e03	#0b3d91	Dambova	
AWB	West Bangala	65	67.0	Balanced	4-4-2	No Instruction	Standard	No Instruction	No Instruction	No Instruction	No Instruction	Sometimes	Regroup	No Instruction	No Instruction	Standard	Standard	No Instruction	Stay On Feet	(64) Kamal RAHMAN	(66) Liakat CHOWDHURY	(65) Enamul ISLAM	(67) Jahangir HOSSAIN	(66) Chanchal AHMED	(70) Humayun PIKER	(68) Fazlul MIAH	(67) Didar SIKDER	(69) Vibhas TALUKDER	(68) Palash BHUIYAN	(67) Rofiqul KHANDAKER	(64) Swapan MAJUMDER	(62) Nazrul HAQUE	(63) Gautam DAS	(63) Tapan BARUA	(62) Iqbal KAZI	#f42a41	#006db3	Kolkutta	
ENR	Noradia	66	66.8	Balanced	4-4-2	No Instruction	Standard	No Instruction	No Instruction	No Instruction	No Instruction	Sometimes	Regroup	No Instruction	No Instruction	Standard	Standard	No Instruction	Stay On Feet	(67) Bibhuti MOHAPATRA	(64) Somaru MARKAM	(65) Fulgens TIRKEY	(69) Rupert CAVENDISH	(66) Kailash RATH	(67) Gyan HANSDA	(67) Archibald BAMFORD	(65) Lakhan HEMBROM	(66) Julian PATRICK	(69) Nilambar SENAPATI	(70) Madhusudan PATNAIK	(63) Prem TOPPO	(62) Jaipal LAKRA	(64) Trilochan KHUNTIA	(62) Hidma NETAM	(63) Clive FORSYTH	#138808	#ff9933	Noradia City	
MOR	Morozia	63	65.0	Counter	5-3-2	No Instruction	More Direct	No Instruction	No Instruction	Be More Disciplined	Play for Set Pieces	Constantly	Regroup	Counter	Long	Lower	Lower	Drop Off	Get Stuck In	(65) Atiqtalik AHMAOGAK	(64) Mitrofan MAKAROFF	(63) Piquk IPALOOK	(66) Ignatiy GROMOFF	(63) Eben NAGEAK	(65) Spiridon KRUKOFF	(67) Katlian KADASHAN	(66) Veniamin TARAKANOFF	(68) Nanuq OYAGAK	(64) Dorofei LESTENKOF	(64) Levi KIGNAK	(62) Tigluk BERESKIN	(60) Rolland NANENG	(62) Yakov GALAKTIONOFF	(61) Filipp AYAGALRIA	(60) Miqliq KATCHATAG	#3f50a8	#b8c5d6	Litova	
ANH	Neuhollmar	64	64.5	Balanced	4-4-2	No Instruction	More Direct	No Instruction	No Instruction	No Instruction	No Instruction	Sometimes	Regroup	No Instruction	No Instruction	Standard	Standard	No Instruction	Get Stuck In	(60) Tobias SCHMIDT	(64) Judah RANGITĀNE	(65) Kurt MUELLER	(63) Fraser TE RANGI	(66) Rolf HOFFMANN	(64) Hone WIHONGI	(65) Matthias BECKER	(66) Albrecht VON HAAST	(63) Walther MEYER	(69) Eruera WAITITI	(65) Pita RATA	(61) Gareth TIPENE	(60) Nikolaus WAGNER	(62) Lachlan IHIMAERA	(60) Armin DIEFFENBACH	(61) Otene KEREOPA	#003580	#607d8b	Wangerhafen	
RAN	Anticostia	63	61.0	Balanced	4-4-2	No Instruction	More Direct	No Instruction	No Instruction	No Instruction	No Instruction	Sometimes	Regroup	No Instruction	No Instruction	Standard	Standard	No Instruction	Get Stuck In	(61) Aandeg DEBAASIGE	(62) Firmino VARELA	(60) Giizis WEMIGWANS	(59) Donat OBOMSAWIN	(62) Mateus HERRERA	(60) Keesic NOTTAWAY	(63) Elwood WAGAMESE	(61) Joaquim FONSECA	(62) Clifton PAPATIE	(60) Niibin NADJIWON	(61) Biidaaban MANITOWABI	(58) Paulo PEDROSA	(56) Hercule TENASCO	(58) Ogimaa PANADIS	(57) Lyle KAKEPETUM	(56) Ignace WAWANOLET	#d52b1e	#8d6e63	Federico	
ARU	Arunya	60	60.0	Balanced	4-4-2	No Instruction	Standard	No Instruction	No Instruction	No Instruction	No Instruction	Sometimes	Regroup	No Instruction	No Instruction	Standard	Standard	No Instruction	Stay On Feet	(60) Thirumal ANNAMALAI	(59) Kasun GUNAWARDENA	(61) Senthil THIRUVENGADAM	(58) Vigneswaran ARULAMPALAM	(60) Murugan SHIVASWAMY	(62) Asela DISSANAYAKE	(59) Raveendran UNNITHAN	(61) Oviyan VENKATARAMAN	(62) Bilya GARLETT	(59) Dhanushkodi THURAISINGAM	(59) Natarajan MADHAVAN	(57) Govinda HEGDE	(55) Hasintha AMARASINGHE	(56) Jagan KRISHNAMURTHY	(56) Ezhil ARUNACHALAM	(55) Waalitj BROPHO	#ff7f42	#2e7d32	Manbavi	
GUP	Uj-Pannonia	54	60.0	Balanced	4-4-2	No Instruction	Standard	No Instruction	No Instruction	No Instruction	No Instruction	Sometimes	Regroup	No Instruction	No Instruction	Standard	Standard	No Instruction	Stay On Feet	(60) Pranab HAZARIKA	(59) Khagen BASUMATARY	(62) Gusztáv MOLNÁR	(58) Ritupon GOGOI	(61) Swrang NARZARY	(60) Lehel BALOGH	(59) Mridul PAYENG	(60) Hemanta SAIKIA	(61) Tivadar LAKATOS	(62) Amarjyoti BHUYAN	(58) Darsing TERON	(57) Frigyes PAPP	(55) Nilotpal KONWAR	(56) Jogesh BRAHMA	(56) Utpal MAHANTA	(55) Bijoy RAJKHOWA	#436f4d	#5d4037	Arecavaros	
AED	Dämmerung Islands	60	59.0	Balanced	4-3-3	No Instruction	Standard	No Instruction	No Instruction	No Instruction	No Instruction	Sometimes	No Instruction	No Instruction	No Instruction	Standard	Standard	No Instruction	No Instruction	(59) Kaiwi KANAKAOLE	(58) Gerrit VAN LEEUWEN	(60) Nakoa KEALOHA	(58) Alois STEINER	(61) Ikaika MAKOA	(57) Ulu PIIPIILANI	(59) Pono NAINOA	(60) Daan MULDER	(58) Haku KAHANANUI	(61) Eleu POKIPALA	(58) Lono KEKOA	(56) Wim KOOIJMAN	(54) Makani KINIMAKA	(56) Finau MAHOE	(55) Ola NAONE	(54) Jonah KUPIHEA	#1e3a5f	#e65100	Neu-Klagenhafen	
RCO	Costaserá	58	58.9	Counter	4-1-4-1	Pass Into Space	Standard	No Instruction	No Instruction	Be More Disciplined	No Instruction	Sometimes	Regroup	Counter	No Instruction	Standard	Lower	Drop Off	Stay On Feet	(81) Yassine BENALI	(64) Montasir EL ANDALOUSSI	(60) Anass BERRADA	(59) Heliodoro MEDINA	(56) Badr CHRAIBI	(54) Taoufik AMRANI	(53) Servando TORRES	(55) Noureddine MANSOURI	(56) Othmane EL FASSI	(54) Khalil ALAMI	(56) Ildefonso MORÓN	(55) Younès ZEROUAL	(54) Bouchaib OUFKIR	(56) Idriss MESSAOUDI	(54) Teodosio BENJUMEDA	(55) Soufiane LAHLOU	#c1272d	#827717	Casamarilla	
AKN	Kienam	47	58.0	Counter	4-1-4-1	No Instruction	More Direct	No Instruction	No Instruction	Be More Disciplined	No Instruction	Sometimes	Regroup	Counter	Long	Lower	Lower	Drop Off	Get Stuck In	(58) Notini TIKANA	(57) Aloysius KAVIU	(59) Vitus TO NGALA	(60) Ferdinand STEINER	(56) Titus TURUK	(58) Gideon VUNAIROTO	(57) Silas VATOM	(60) Jaroslav NAVRÁTIL	(56) Manasseh TAMATE	(59) Oskar BERGER	(58) Raphael SIMET	(55) Libor RŮŽIČKA	(53) Damien VUNAMAMI	(54) Petros PONDROS	(54) Benedict TO WARAI	(53) Wesley NONGA	#fed100	#880e4f	Kaisershafen	
AEK	East Kaukasos	60	58.0	Counter	4-4-2	Pass Into Space	More Direct	No Instruction	No Instruction	Be More Disciplined	No Instruction	Sometimes	Regroup	Counter	Long	Standard	Lower	Drop Off	Get Stuck In	(58) Nikoloz NADARAIA	(57) Ashot AGHABABYAN	(59) Toghrul BAKHSHIYEV	(56) Otar TVALCHRELIDZE	(58) Vahagn MANUKYAN	(60) Mahir KARIMLI	(57) Dato SULABERIDZE	(59) Sevak OHANIAN	(56) Rashad VERDIYEV	(61) Bastien GARNIER	(57) Carnig CHALIKYAN	(55) Demna KHUTSISHVILI	(53) Elchin PIRIYEV	(55) Vrej BEDROSSIAN	(54) Yves MERCIER	(53) Zurab TVILDIANI	#3f51b5	#795548	Bakou	
ACS	Côte de Saumon	56	58.0	Gegenpress	4-3-3	Pass Into Space	Standard	No Instruction	Run At Defence	No Instruction	No Instruction	Never	Counter-Press	Counter	No Instruction	Much Higher	Higher	Step Up	Get Stuck In	(58) Ibrahim GALADIMA	(57) Aliyu DIKKO	(56) Bukar DALORI	(60) Martial LEFÈVRE	(57) Shehu TURAKI	(59) Nuhu MAINA	(58) Ousman JALO	(57) Édouard FONTAINE	(59) Yakubu DATTIJO	(60) Kabiru MAINASARA	(57) Garba MAGAJI	(55) Tijjani TAFIDA	(53) Hamidou BARRY	(54) Rabi'u INGAWA	(54) Umaru YAKASAI	(53) Lawan ZANNA	#008751	#00bcd4	Aubourg	
AKG	Kogelland	57	57.0	Tiki-Taka	4-4-2	Play Out of Defence	Shorter	No Instruction	No Instruction	Be More Disciplined	No Instruction	Sometimes	Counter-Press	Hold Shape	Short	Higher	Standard	No Instruction	Stay On Feet	(57) Amaru CALFUQUEO	(56) Diethelm BRUNNER	(58) Nawel ÑANCULEF	(55) Gerben VERHOEVEN	(57) Coyam CAYUPÁN	(59) Leftraru PAINEMAL	(56) Wanguelen SAYHUEQUE	(58) Pier HOEKSTRA	(55) Mangin TRIPAILAF	(59) Orkeke INACAYAL	(57) Inti LONCÓN	(54) Hannes ZIMMERMANN	(52) Kintu QUIDEL	(53) Toki QUILAQUEO	(53) Foye HUENCHULLÁN	(52) Elicura PANGUILEF	#0039a6	#bf360c	Marienhafen	
ANB	Napolyon Bonparterre Islands	53	55.0	Wing Play	3-4-3	Pass Into Space	Standard	No Instruction	Run At Defence	Be More Expressive	No Instruction	Sometimes	No Instruction	Counter	No Instruction	Standard	Standard	No Instruction	Stay On Feet	(55) Josefa GONELEVU	(54) Mahendra SINGH	(56) Sitiveni SERUVAKULA	(54) Augustin MOREAU	(57) Napolioni TIKOISUVA	(53) Ilaitia TITIFANUE	(55) Epeli LEWENIQILA	(56) Théophile THIBAULT	(54) Viliame LATIANARA	(57) Rajesh NARAYAN	(54) Kolinio RIGAMOTO	(52) Yoann LACROIX	(50) Peni NAIVALU	(51) Waisale RAVUIWASA	(51) Delana KOROI	(50) Usaia VEITAYAKI	#68bfe5	#0097a7	Port-de-Orssier	
AXE	Axerfreditenshin	56	55.0	Balanced	4-4-2	Pass Into Space	More Direct	No Instruction	No Instruction	No Instruction	No Instruction	Sometimes	Regroup	Counter	Long	Standard	Standard	No Instruction	Get Stuck In	(55) Bilguun BAT-ERDENE	(54) Yingjie MA	(56) Dambiin DORZHIEV	(53) Nergüi CHIMEDDORJ	(55) Haotian HA	(57) Galsan BADMAEV	(54) Tsogt GANTULGA	(56) Irgen MU	(53) Radna TSYDYPOV	(57) Enkhbold TSENDBAATAR	(55) Kaiwen DING	(52) Solbon MUNKOEV	(50) Ariunbold LKHAGVADORJ	(51) Minghao BAI	(51) Ochir GOMBOJAV	(50) Jianfeng NA	#0166c5	#b71c1c	Kulun	
ENC	New Celyddon	52	52.0	Wing Play	3-4-3	Pass Into Space	Standard	No Instruction	Run At Defence	Be More Expressive	No Instruction	Sometimes	No Instruction	Counter	No Instruction	Standard	Standard	No Instruction	Stay On Feet	(52) William BWEMARA	(51) Soane LAGIVAKA	(53) Kasi HNAMANO	(50) Douglas MACKENZIE	(54) Nidoïsh NAISSELINE	(51) Falakiko VAILALA	(52) Poindi KABAR	(53) Ramsay SUTHERLAND	(50) Mwalé LÖPWI	(54) Toma PEATO	(52) Jobi PAOUME	(49) Angus CAMPBELL	(47) Hnaïka TANÉOUYA	(48) Gaitu WAIA	(49) Ézéchiel TEIN	(47) Yengo YAKA	#002654	#263238	Cakobau	
AGN	Gonenite Islands	50	50.0	Balanced	4-4-2	No Instruction	Standard	No Instruction	No Instruction	No Instruction	No Instruction	Sometimes	Regroup	No Instruction	No Instruction	Standard	Standard	No Instruction	No Instruction	(50) Joseph NANAU	(49) Tomas MEKA	(52) Hedley KABUTAULAKA	(48) Ewald KESSLER	(51) Manasseh TANANGADA	(50) Benaiah TAUPONGI	(51) Kurt HARTMANN	(49) Nathaniel SUIFUA	(50) Abraham TALOIKWAO	(52) Wolfgang STEINBERG	(48) Philemon IROGA	(47) Gideon WANEFIORI	(45) Solomon KILOE	(46) Festus BOSETO	(47) Raphael TEIKA	(45) Onesimus SISIOLO	#0051a5	#78909c	Nagoniara	
KKM	Kullanmaan	45	46.0	Balanced	4-4-2	No Instruction	Standard	No Instruction	No Instruction	No Instruction	No Instruction	Sometimes	Regroup	No Instruction	No Instruction	Standard	Standard	No Instruction	No Instruction	(46) Odd-Isak HÆTTA	(44) Esko SATERÄKKI	(48) Sámmol KRUSINEN	(45) Biera TUULIPARÄNEN	(47) Jovnna URUJÄRVEN	(44) Tuomas KUUTEMBEN	(46) Piera AMARAINEN	(48) Lemet VESIJÄRVEN	(47) Feodor KULANEN	(45) Ture POULE	(46) Veikko TURKUNEN	(43) Topi BONKONEN	(41) Stoyan GRIGOROFF	(42) Erke GUOVŽŽANEN	(43) Oskal SIEIDALA	(41) Lasse HITALAINEN	#002f6c	#0277bd	Niemilinna	Kulanmaan Park
SSA	Southeast Aphirica	49	46.0	Balanced	4-4-2	No Instruction	More Direct	No Instruction	No Instruction	No Instruction	No Instruction	Sometimes	Regroup	No Instruction	Long	Standard	Standard	No Instruction	No Instruction	(46) Duol AKOL	(45) Tong TIKIMA	(47) Biel CHUOL	(44) Meir SHAPIRA	(46) Atem MADUT	(48) Gatdet HOTH	(45) Wol LUAL	(47) Uziel KATZ	(44) Ngor THON	(48) Festo GBADUMA	(46) Puok GATLUAK	(43) Yehoshua TOLEDANO	(41) Ring MAJOK	(42) Jok GONY	(43) Ophir AZOULAY	(41) Luol NHIAL	#078930	#4a148c	Bungaloo	
VAN	Aphirica del Nord	45	45.0	Counter	5-3-2	No Instruction	More Direct	No Instruction	Be More Disciplined	Be More Disciplined	Play for Set Pieces	Sometimes	Regroup	Counter	Long	Standard	Lower	Drop Off	Get Stuck In	(45) Comlan GBANOU	(44) Mahamat NGARADOUMBÉ	(47) Ennio AMATO	(43) Rufin YAKÉTÉ	(45) Kombo KOBANDA	(47) Gennaro MANCINI	(44) Pacôme GUÉBRÉ	(46) Odilon BORKONO	(43) Narcisse NAKOMBO	(46) Abdoulaye MAÏNA	(45) Bienvenu WONGO	(42) Silvio SORRENTINO	(40) Théophile MANDABA	(41) Ibrahim GALI	(42) Faustin MOBELE	(40) Léopold YANGONGO	#003082	#757575	San Damiano	
ASG	Sankt Gerold Island	43	42.0	Counter	4-3-2-1	No Instruction	More Direct	No Instruction	No Instruction	Be More Disciplined	No Instruction	Constantly	Regroup	Counter	Long	Lower	Lower	Drop Off	Get Stuck In	(42) Herman KOGOYA	(41) Selpius RUMBEKWAN	(43) Weynand PAKAGE	(40) Joost BROUWER	(42) Isak WETIPO	(44) Agustinus KLAFLE	(41) Neles WANIMBO	(43) Pieter VAN DAM	(40) Eliezer DESAP	(44) Yustus TEKEGE	(42) Dominggus IMBIRI	(39) Frits HENDRIKS	(37) Orgenes BIWAR	(38) Gerson MANDOSIR	(39) Barnabas WANDIK	(37) Melky MOTE	#ed1c24	#33691e	Falkenheim	
KFK	Frederikka Islands	41	41.0	Wing Play	4-1-2-1-2	Pass Into Space	More Direct	Work Ball Into Box	Run At Defence	Be More Expressive	Play for Set Pieces	Never	Regroup	Counter	Long	Standard	Lower	Drop Off	Stay On Feet	(42) Andres RAIVO	(40) Phailo SHOMPONEN	(43) Taiwin PACAKA	(39) Noren APNGAN	(41) Engalo SAMĀYAN	(44) Nūmho LARANYAL	(40) Vīren CHŌNA	(42) Risto ĀTLAKÖNEINEN	(38) Paavo SUURSAAREN	(43) Dōren LÂCHŪATON	(39) Olavi MARVINEN	(38) Jeriel HOSEA	(36) Ashwin RANI	(37) Ilmari HATAMAAEN	(38) Toivo RANGHONEN	(36) Ekken FĀPEN	#4997d0	#6a1b9a	Shompolahti	Shompolahti Arena
AAD	Andam Islands	42	40.0	Counter	4-3-2-1	No Instruction	More Direct	No Instruction	No Instruction	Be More Disciplined	No Instruction	Constantly	Regroup	Counter	Long	Lower	Lower	Drop Off	Get Stuck In	(40) Nayuka PATCHILA	(39) Saw HTOO	(41) Elias TOTANANGE	(38) Matouš BENEŠ	(40) Pau ATONG	(42) Gustav SEDLÁČEK	(39) Bual PONGE	(41) Isak NANLONG	(38) Doh PAW	(42) Jiří FISCHER	(40) Khumba CHARI	(37) Cham MELONG	(35) Thaw MOO	(36) Radek ZELENKA	(37) Falam TELONG	(35) Aluk ENAM	#34b233	#ad1457	Johannshafen	